DateTime,Scaled_Acc_X_(mg),Scaled_Acc_Y_(mg),Scaled_Acc_Z_(mg),Gyr_X_(DPS),Gyr_Y_(DPS),Gyr_Z_(DPS),Mag_X_(uT),Mag_Y_(uT),Mag_Z_(uT),Tmp_(C)
1970-1-1 0:0:29.810,-00014.16,-00084.47, 01004.88,-00001.89, 00001.47, 00002.19,-00005.40,-00003.60, 00014.85, 00032.25
1970-1-1 0:0:29.855, 00004.88,-00093.26, 01005.37, 00000.00,-00000.41,-00001.26,-00006.60,-00004.35, 00015.60, 00032.25
1970-1-1 0:0:29.900,-00009.77,-00076.66, 00996.09,-00000.03, 00000.67,-00000.30,-00004.65,-00003.60, 00015.15, 00032.10
1970-1-1 0:0:29.945,-00008.30,-00079.59, 01005.37,-00002.02, 00003.21,-00000.56,-00006.00,-00004.20, 00013.50, 00032.25
1970-1-1 0:0:29.990,-00010.74,-00081.54, 00996.09,-00003.07, 00000.89, 00000.66,-00006.15,-00005.10, 00014.40, 00032.39
1970-1-1 0:0:30.035,-00010.25,-00089.36, 00997.56, 00001.19,-00004.21, 00000.82,-00005.40,-00003.15, 00015.15, 00032.10
1970-1-1 0:0:30.080,-00017.58,-00090.82, 01002.44,-00000.73,-00001.50,-00000.50,-00006.00,-00003.30, 00016.50, 00032.25
1970-1-1 0:0:30.125, 00001.46,-00091.31, 01012.70,-00002.26, 00004.07,-00001.96,-00006.15,-00003.60, 00015.15, 00032.10
1970-1-1 0:0:30.170,-00006.35,-00082.03, 00994.63,-00002.31, 00001.03, 00000.49,-00005.40,-00002.70, 00014.85, 00032.39
1970-1-1 0:0:30.215,-00005.86,-00088.87, 00999.02,-00000.37,-00003.29, 00000.78,-00006.00,-00004.50, 00014.25, 00032.25
1970-1-1 0:0:30.260,-00015.62,-00097.66, 01001.95, 00000.03,-00001.15, 00000.41,-00006.00,-00003.00, 00014.25, 00032.44
1970-1-1 0:0:30.305, 00011.72,-00098.14, 01004.39,-00004.06, 00002.65,-00000.74,-00006.15,-00004.35, 00015.60, 00032.25
1970-1-1 0:0:30.350,-00008.79,-00086.43, 01008.79, 00001.16,-00000.72, 00002.70,-00007.05,-00003.00, 00015.00, 00032.25
1970-1-1 0:0:30.395,-00017.58,-00086.91, 00998.05, 00000.34, 00000.51, 00000.24,-00006.00,-00003.75, 00014.70, 00032.29
1970-1-1 0:0:30.440,-00018.55,-00091.80, 00997.56,-00003.02, 00002.68,-00000.02,-00005.55,-00004.20, 00015.00, 00032.25
1970-1-1 0:0:30.485, 00004.39,-00075.68, 01018.55,-00003.97, 00002.02,-00002.96,-00007.35,-00003.90, 00015.15, 00032.20
1970-1-1 0:0:30.552,-00013.18,-00087.89, 00992.68,-00002.92,-00000.51,-00001.03,-00006.00,-00002.10, 00014.25, 00032.39
1970-1-1 0:0:30.619,-00022.95,-00083.50, 01014.16,-00000.40, 00002.72, 00001.52,-00006.75,-00003.75, 00013.50, 00032.25
1970-1-1 0:0:30.686,-00011.72,-00089.36, 01010.25,-00002.92, 00000.77, 00000.82,-00006.15,-00003.15, 00014.85, 00032.10
1970-1-1 0:0:30.753,-00015.14,-00089.84, 01004.88,-00000.66, 00000.53, 00000.02,-00006.30,-00003.00, 00015.45, 00032.10
1970-1-1 0:0:30.820,-00012.70,-00093.75, 01002.44,-00000.44,-00003.82, 00001.58,-00007.05,-00003.75, 00016.20, 00032.39
1970-1-1 0:0:30.887,-00011.72,-00090.82, 01008.30,-00000.07,-00001.80, 00000.98,-00005.70,-00003.60, 00015.60, 00031.91
1970-1-1 0:0:30.954,-00002.44,-00068.36, 00994.63,-00000.26, 00001.65, 00001.43,-00006.00,-00004.50, 00013.80, 00032.06
1970-1-1 0:0:30.999,-00014.65,-00088.38, 01007.81, 00001.62,-00000.89, 00001.73,-00006.90,-00003.60, 00014.40, 00032.25
1970-1-1 0:0:31.044,-00004.39,-00086.43, 00992.19,-00001.89,-00003.25, 00002.43,-00007.35,-00003.15, 00014.40, 00032.01
1970-1-1 0:0:31.089,-00007.81,-00090.33, 01012.70,-00002.61, 00002.50,-00001.15,-00006.60,-00001.50, 00015.15, 00032.20
1970-1-1 0:0:31.134,-00001.95,-00094.24, 01029.30, 00001.44, 00004.66, 00003.67,-00006.75,-00003.00, 00014.25, 00032.25
1970-1-1 0:0:31.179,-00014.16,-00087.89, 01000.49, 00000.65,-00001.30,-00001.50,-00006.00,-00002.55, 00015.45, 00032.10
1970-1-1 0:0:31.224,-00019.04,-00118.16, 00987.79,-00001.74,-00005.02, 00001.10,-00006.90,-00003.15, 00014.10, 00032.10
1970-1-1 0:0:31.269,-00013.67,-00098.63, 00989.26,-00001.11, 00002.02,-00002.42,-00006.30,-00003.75, 00015.00, 00032.25
1970-1-1 0:0:31.314,-00004.39,-00084.96, 00992.68, 00003.29, 00000.33, 00001.00,-00005.70,-00003.60, 00014.40, 00032.10
1970-1-1 0:0:31.359,-00066.89,-00094.24, 01073.24, 00003.60, 00001.70, 00002.05,-00006.00,-00004.95, 00013.80, 00032.25
1970-1-1 0:0:31.404,-00026.37,-00062.01, 01021.97,-00000.21,-00000.27,-00000.11,-00008.25,-00003.00, 00014.70, 00032.06
1970-1-1 0:0:31.449, 00016.60,-00079.59, 01004.88,-00000.65,-00000.56, 00001.21,-00007.05,-00003.30, 00014.70, 00032.25
1970-1-1 0:0:31.494,-00014.16,-00084.96, 01005.86,-00003.02,-00002.11, 00001.35,-00006.30,-00001.35, 00015.45, 00032.10
1970-1-1 0:0:31.539, 00012.70,-00050.78, 01067.38,-00003.77,-00000.30,-00000.98,-00006.75,-00002.55, 00014.70, 00032.39
1970-1-1 0:0:31.584,-00033.20,-00096.19, 00937.01, 00000.99, 00000.47, 00001.77,-00006.60,-00003.15, 00014.10, 00032.25
1970-1-1 0:0:31.629,-00021.97,-00131.84, 00965.82, 00000.46, 00000.00, 00002.17,-00006.90,-00003.60, 00015.90, 00032.10
1970-1-1 0:0:31.674,-00015.62,-00108.89, 01010.74,-00003.81,-00000.85, 00003.64,-00007.35,-00004.35, 00014.40, 00032.20
1970-1-1 0:0:31.719,-00014.65,-00058.11, 00981.45,-00003.86,-00000.52, 00000.48,-00005.40,-00002.40, 00015.60, 00032.25
1970-1-1 0:0:31.764,-00013.67,-00083.01, 01063.48,-00006.90,-00000.27,-00002.53,-00005.70,-00003.15, 00014.10, 00032.25
1970-1-1 0:0:31.809,-00005.37,-00103.52, 01003.91,-00002.44,-00001.21, 00001.71,-00006.00,-00003.00, 00014.70, 00031.91
1970-1-1 0:0:31.854,-00020.51,-00077.64, 00983.89,-00000.57,-00004.54,-00000.24,-00005.25,-00003.30, 00015.75, 00032.06
1970-1-1 0:0:31.899,-00021.48,-00073.24, 01004.39,-00003.10, 00003.66, 00000.69,-00006.30,-00003.00, 00013.80, 00032.10
1970-1-1 0:0:31.944,-00012.70,-00083.01, 00977.05,-00003.00, 00001.24,-00000.66,-00005.40,-00003.90, 00014.85, 00032.25
1970-1-1 0:0:31.989,-00005.86,-00046.39, 00990.23, 00001.45, 00002.28, 00000.55,-00005.40,-00002.70, 00015.60, 00032.25
1970-1-1 0:0:32.056,-00001.95,-00078.12, 00981.93,-00003.80, 00001.28,-00002.19,-00007.35,-00003.90, 00014.40, 00032.29
1970-1-1 0:0:32.123, 00006.35,-00158.20, 00955.08, 00001.22,-00000.24,-00000.45,-00005.40,-00003.90, 00015.90, 00032.10
1970-1-1 0:0:32.190,-00012.21,-00088.87, 01010.74, 00000.56,-00000.47, 00001.89,-00005.40,-00003.15, 00014.85, 00032.06
1970-1-1 0:0:32.257,-00008.79,-00121.09, 01017.09,-00000.15,-00002.02,-00001.16,-00005.55,-00004.50, 00015.00, 00032.39
1970-1-1 0:0:32.324, 00011.23,-00055.66, 01011.72,-00003.72, 00002.03,-00001.93,-00006.90,-00003.60, 00014.85, 00032.10
1970-1-1 0:0:32.391, 00002.93,-00104.00, 00995.12, 00000.43,-00002.36, 00000.78,-00005.25,-00004.50, 00013.80, 00032.39
1970-1-1 0:0:32.458,-00008.30,-00046.88, 01015.62,-00000.24,-00001.92, 00001.05,-00004.80,-00004.20, 00014.25, 00032.29
1970-1-1 0:0:32.503,-00008.79,-00087.89, 01032.23,-00000.05,-00000.66, 00000.73,-00007.65,-00003.15, 00014.10, 00031.86
1970-1-1 0:0:32.548, 00000.98,-00110.84, 00965.82,-00003.79, 00000.15,-00000.40,-00006.60,-00003.90, 00014.40, 00032.29
1970-1-1 0:0:32.593,-00003.42,-00089.36, 00994.14,-00001.40,-00001.21,-00000.20,-00007.35,-00003.15, 00015.15, 00032.20
1970-1-1 0:0:32.638,-00006.35,-00106.93, 00999.51,-00000.83,-00001.67, 00003.12,-00006.90,-00002.70, 00014.85, 00032.01
1970-1-1 0:0:32.683,-00024.41,-00082.52, 01043.46,-00001.53, 00003.10,-00000.83,-00004.80,-00004.20, 00013.80, 00032.29
1970-1-1 0:0:32.728, 00034.67,-00148.44, 00958.98,-00000.28, 00000.73, 00000.27,-00005.70,-00003.15, 00014.40, 00032.20
1970-1-1 0:0:32.773,-00023.93,-00081.54, 00986.82,-00000.50,-00001.95, 00003.05,-00006.75,-00004.50, 00013.50, 00032.25
1970-1-1 0:0:32.818, 00002.93,-00087.40, 00984.38, 00001.09, 00000.08, 00002.05,-00006.00,-00003.75, 00013.05, 00032.10
1970-1-1 0:0:32.863,-00008.79,-00064.45, 00996.09,-00002.89, 00000.68,-00001.99,-00008.10,-00003.60, 00014.85, 00032.29
1970-1-1 0:0:32.908,-00026.37,-00075.20, 01022.95,-00003.02, 00000.05, 00000.33,-00006.15,-00003.60, 00014.40, 00032.29
1970-1-1 0:0:32.953,-00018.55,-00059.08, 01025.39, 00001.16,-00000.28, 00000.47,-00006.15,-00003.60, 00015.60, 00032.10
1970-1-1 0:0:32.998,-00017.58,-00045.90, 01020.02,-00005.05, 00000.63, 00000.85,-00006.15,-00002.70, 00014.85, 00032.20
1970-1-1 0:0:33.043,-00011.72,-00077.15, 00988.77, 00001.59, 00001.13, 00001.21,-00006.75,-00004.20, 00014.25, 00032.25
1970-1-1 0:0:33.088, 00015.14,-00138.67, 00947.75, 00000.90,-00001.92, 00001.22,-00006.75,-00003.00, 00015.00, 00032.10
1970-1-1 0:0:33.133, 00006.84,-00069.82, 01001.95, 00002.07,-00000.05,-00000.13,-00005.55,-00003.75, 00013.50, 00032.01
1970-1-1 0:0:33.178,-00021.48,-00082.52, 00992.19,-00004.69,-00001.44,-00002.76,-00007.05,-00003.30, 00014.70, 00032.20
1970-1-1 0:0:33.223,-00030.76,-00074.22, 01086.91,-00001.86, 00001.16, 00001.80,-00007.95,-00003.75, 00014.25, 00032.29
1970-1-1 0:0:33.268,-00016.11,-00098.14, 00987.79,-00001.41,-00000.22, 00003.61,-00006.90,-00003.15, 00014.10, 00032.06
1970-1-1 0:0:33.313,-00010.74,-00113.28, 01018.07, 00000.25, 00000.02, 00000.55,-00006.60,-00004.35, 00014.10, 00032.10
1970-1-1 0:0:33.358,-00003.42,-00107.91, 00993.16,-00001.80,-00001.98, 00001.11,-00004.95,-00002.40, 00015.15, 00032.25
1970-1-1 0:0:33.403,-00023.93,-00086.91, 01006.84,-00001.58,-00001.89,-00000.63,-00007.65,-00003.15, 00014.40, 00032.25
1970-1-1 0:0:33.448,-00008.30,-00087.89, 01009.77, 00000.62,-00002.53, 00004.03,-00008.10,-00003.90, 00013.35, 00032.25
1970-1-1 0:0:33.515, 00002.44,-00087.40, 00990.23, 00000.94, 00000.93, 00000.31,-00006.60,-00004.35, 00013.65, 00032.39
1970-1-1 0:0:33.582,-00007.32,-00087.89, 00986.33,-00005.38,-00003.43, 00001.58,-00006.15,-00005.10, 00014.40, 00032.39
1970-1-1 0:0:33.649,-00007.81,-00092.29, 00998.54, 00001.79,-00001.19, 00003.16,-00006.75,-00002.55, 00015.00, 00032.06
1970-1-1 0:0:33.716,-00012.21,-00062.99, 00978.52, 00002.99,-00001.82, 00004.92,-00005.70,-00002.40, 00014.10, 00032.10
1970-1-1 0:0:33.783,-00013.67,-00052.73, 01014.16,-00001.34, 00002.04, 00000.76,-00006.30,-00004.20, 00015.00, 00032.29
1970-1-1 0:0:33.850,-00002.93,-00105.96, 01003.42,-00000.09,-00000.47, 00004.69,-00006.00,-00003.30, 00015.00, 00032.25
1970-1-1 0:0:33.917,-00018.07,-00074.71, 00994.14, 00001.75,-00002.83, 00002.78,-00006.60,-00002.70, 00014.85, 00032.39
1970-1-1 0:0:33.962,-00002.44,-00077.15, 01010.25,-00002.31, 00000.89,-00002.92,-00006.60,-00004.35, 00014.40, 00031.91
1970-1-1 0:0:34.07,-00019.04,-00091.31, 01004.88,-00003.21, 00001.52, 00003.81,-00004.95,-00000.75, 00014.40, 00032.39
1970-1-1 0:0:34.052, 00011.72,-00097.66, 01010.25,-00001.08,-00003.70, 00004.71,-00004.65,-00004.35, 00014.40, 00032.25
1970-1-1 0:0:34.097,-00004.39,-00072.75, 01006.35, 00001.03,-00002.66, 00000.98,-00005.70,-00003.90, 00014.40, 00032.10
1970-1-1 0:0:34.142,-00010.74,-00089.36, 00996.58,-00002.46, 00000.05, 00002.95,-00005.40,-00003.90, 00013.65, 00032.44
1970-1-1 0:0:34.187,-00006.84,-00078.61, 01007.32,-00003.23,-00000.59,-00001.39,-00005.25,-00003.00, 00015.00, 00032.20
1970-1-1 0:0:34.232,-00020.51,-00087.40, 01000.00, 00000.66,-00001.84, 00003.34,-00005.25,-00003.00, 00015.75, 00032.20
1970-1-1 0:0:34.277,-00005.37,-00090.82, 01003.91,-00002.33,-00001.60, 00000.51,-00006.00,-00004.20, 00014.25, 00032.25
1970-1-1 0:0:34.322,-00021.00,-00072.27, 00986.33,-00001.38, 00001.89, 00000.91,-00006.30,-00003.00, 00015.45, 00032.06
1970-1-1 0:0:34.367,-00008.79,-00066.41, 00993.16,-00000.94,-00001.70,-00000.05,-00005.40,-00002.70, 00014.40, 00032.25
1970-1-1 0:0:34.412,-00000.49,-00079.59, 00988.77, 00001.22, 00001.72, 00001.49,-00006.90,-00003.60, 00014.85, 00032.29
1970-1-1 0:0:34.457,-00013.18,-00096.19, 01003.91,-00001.71, 00002.95, 00000.33,-00006.60,-00003.15, 00015.15, 00032.10
1970-1-1 0:0:34.502,-00011.23,-00080.08, 01009.77,-00001.57,-00000.82,-00002.62,-00006.15,-00001.95, 00014.85, 00032.25
1970-1-1 0:0:34.547,-00000.49,-00076.17, 01007.32,-00000.60,-00000.08, 00003.02,-00005.55,-00003.30, 00013.80, 00032.39
1970-1-1 0:0:34.592,-00005.37,-00092.77, 01012.21,-00000.55,-00001.66, 00002.28,-00004.80,-00003.75, 00014.25, 00031.91
1970-1-1 0:0:34.637,-00000.98,-00079.59, 01004.39,-00003.07, 00002.92,-00000.82,-00006.00,-00002.55, 00014.70, 00032.29
1970-1-1 0:0:34.682,-00018.07,-00088.38, 00993.16,-00000.21,-00002.56, 00000.34,-00005.55,-00003.00, 00015.00, 00032.10
1970-1-1 0:0:34.727,-00013.18,-00082.03, 01000.00,-00001.59,-00003.24,-00000.34,-00006.15,-00003.15, 00013.65, 00031.91
1970-1-1 0:0:34.772,-00001.46,-00078.61, 00996.58,-00002.05,-00000.34,-00001.63,-00006.30,-00003.75, 00014.70, 00032.44
1970-1-1 0:0:34.817,-00013.67,-00067.87, 00997.56,-00000.11, 00001.37, 00000.48,-00005.25,-00004.20, 00015.00, 00032.10
1970-1-1 0:0:34.862,-00005.37,-00075.20, 01004.39, 00000.89,-00001.69, 00001.73,-00006.00,-00004.95, 00015.00, 00032.39
1970-1-1 0:0:34.907,-00009.77,-00067.87, 01007.32,-00000.06, 00001.24, 00000.44,-00005.70,-00003.60, 00014.10, 00032.20
1970-1-1 0:0:34.952,-00010.25,-00082.03, 01008.79,-00000.29, 00000.23,-00000.70,-00004.35,-00004.20, 00013.80, 00032.29
1970-1-1 0:0:35.019,-00011.23,-00077.64, 00992.68,-00001.31,-00004.53, 00000.60,-00005.25,-00003.00, 00014.70, 00032.25
1970-1-1 0:0:35.086,-00016.60,-00080.08, 01000.98,-00000.26,-00002.76, 00001.69,-00003.75,-00003.90, 00016.20, 00032.20
1970-1-1 0:0:35.153,-00009.28,-00084.47, 01001.95,-00002.66, 00000.80,-00001.08,-00005.70,-00002.70, 00013.65, 00032.25
1970-1-1 0:0:35.220,-00004.88,-00084.96, 00999.02,-00001.93, 00001.10,-00000.74,-00005.40,-00002.40, 00014.85, 00032.39
1970-1-1 0:0:35.287,-00005.37,-00074.71, 01001.95,-00002.27,-00003.37, 00001.64,-00005.40,-00003.60, 00015.15, 00032.20
1970-1-1 0:0:35.354,-00011.23,-00075.68, 01001.95,-00000.59, 00000.33, 00000.31,-00006.00,-00003.00, 00015.45, 00032.39
1970-1-1 0:0:35.421,-00012.70,-00091.31, 01007.32, 00001.09, 00000.53, 00000.08,-00006.00,-00003.75, 00014.70, 00031.91
1970-1-1 0:0:35.466, 00008.30,-00076.17, 00971.68,-00002.70, 00000.27,-00001.39,-00005.40,-00001.50, 00015.60, 00032.10
1970-1-1 0:0:35.511,-00008.79,-00078.61, 01011.23,-00000.19,-00001.90, 00002.37,-00004.35,-00003.75, 00014.70, 00032.25
1970-1-1 0:0:35.556,-00000.98,-00070.31, 00996.58,-00001.11,-00001.71,-00000.20,-00006.60,-00002.40, 00012.90, 00032.39
1970-1-1 0:0:35.601,-00016.60,-00052.73, 01042.48,-00000.87, 00002.60,-00001.15,-00004.95,-00002.70, 00014.85, 00032.25
1970-1-1 0:0:35.646,-00006.84, 00062.50, 01002.44,-00001.08, 00000.34, 00013.11,-00004.95,-00002.70, 00014.85, 00032.44
1970-1-1 0:0:35.691,-00011.23,-00190.43, 00992.68,-00007.40,-00001.21, 00019.68,-00005.70,-00004.35, 00013.65, 00032.10
1970-1-1 0:0:35.736,-00003.42,-00029.79, 01163.09,-00027.60,-00021.48,-00001.77,-00004.80,-00003.30, 00015.00, 00031.91
1970-1-1 0:0:35.781, 00012.21,-00052.25, 01030.27,-00011.25,-00004.96,-00000.47,-00006.15,-00004.35, 00014.10, 00032.39
1970-1-1 0:0:35.826, 00041.50,-00078.12, 00962.40,-00019.06,-00017.23, 00012.85,-00006.15,-00004.80, 00013.35, 00032.10
1970-1-1 0:0:35.871, 00076.66,-00030.76, 00929.69, 00002.08,-00011.27, 00013.84,-00006.00,-00005.70, 00012.30, 00032.25
1970-1-1 0:0:35.916,-00150.88,-00231.93, 01076.17, 00008.68, 00011.50,-00012.39,-00008.10,-00004.80, 00013.35, 00032.29
1970-1-1 0:0:35.961, 00050.29,-00111.33, 00670.41,-00009.28, 00017.80,-00025.27,-00006.90,-00003.90, 00012.60, 00032.25
1970-1-1 0:0:36.06, 00085.45,-00197.75, 01174.32, 00020.24,-00009.05,-00013.18,-00005.70,-00004.80, 00014.10, 00032.29
1970-1-1 0:0:36.051, 00204.59,-00065.43, 01092.77, 00042.83,-00001.81,-00006.20,-00006.75,-00004.50, 00013.50, 00032.01
1970-1-1 0:0:36.096,-00041.99,-00074.22, 00872.56,-00013.98, 00003.14, 00003.08,-00007.95,-00001.35, 00014.25, 00032.39
1970-1-1 0:0:36.141, 00027.34,-00084.96, 00924.80, 00003.15,-00006.16, 00003.15,-00007.35,-00003.90, 00014.10, 00032.25
1970-1-1 0:0:36.186, 00003.42,-00120.61, 01126.46,-00009.37,-00008.80,-00001.55,-00007.05,-00003.75, 00014.25, 00032.29
1970-1-1 0:0:36.231, 00079.59,-00236.33, 01217.77,-00064.16, 00018.06,-00006.81,-00006.90,-00005.55, 00013.35, 00032.39
1970-1-1 0:0:36.276, 00036.13,-00205.08, 00912.11,-00004.98, 00044.95, 00006.94,-00006.00,-00006.15, 00012.75, 00032.10
1970-1-1 0:0:36.321, 00007.32,-00200.68, 00907.23, 00034.05, 00074.25, 00000.85,-00003.60,-00006.60, 00011.55, 00032.10
1970-1-1 0:0:36.366,-00075.68,-00190.92, 00980.96,-00010.91, 00051.73,-00012.12,-00002.85,-00006.15, 00013.80, 00032.10
1970-1-1 0:0:36.411,-00146.00,-00150.39, 00954.59, 00002.95, 00053.84,-00016.95, 00000.90,-00007.35, 00012.75, 00032.44
1970-1-1 0:0:36.478,-00259.28,-00093.26, 01081.05, 00029.66, 00010.21, 00009.86, 00001.50,-00006.00, 00013.35, 00032.53
1970-1-1 0:0:36.545,-00265.62,-00101.56, 01088.87, 00025.11,-00020.53, 00028.91, 00002.40,-00003.75, 00012.75, 00032.29
1970-1-1 0:0:36.612,-00185.55,-00086.43, 00968.75,-00000.95,-00001.76, 00028.56, 00001.50,-00004.80, 00014.85, 00032.25
1970-1-1 0:0:36.679,-00196.78,-00116.70, 01025.39, 00020.61, 00022.26, 00013.82, 00004.20,-00002.40, 00012.90, 00032.29
1970-1-1 0:0:36.746,-00136.23, 00021.48, 00967.77, 00007.95,-00003.19, 00006.65, 00005.25,-00002.10, 00013.80, 00032.25
1970-1-1 0:0:36.813,-00114.26,-00062.99, 00887.70,-00014.37, 00002.15, 00010.66, 00006.90,-00000.75, 00013.65, 00032.44
1970-1-1 0:0:36.880,-00135.74,-00054.20, 00945.80,-00019.69, 00022.10,-00012.21, 00007.05,-00003.75, 00014.25, 00032.10
1970-1-1 0:0:36.925,-00180.66,-00068.36, 00957.03, 00006.02, 00017.72,-00004.33, 00007.50,-00003.00, 00012.30, 00032.25
1970-1-1 0:0:36.970,-00235.35,-00070.80, 00949.22,-00005.77,-00009.68,-00007.71, 00007.95,-00004.20, 00012.00, 00032.39
1970-1-1 0:0:37.015,-00239.75,-00064.45, 00922.36,-00005.13,-00004.22,-00006.32, 00008.55,-00003.60, 00012.15, 00032.20
1970-1-1 0:0:37.060,-00246.58,-00082.03, 00938.48,-00002.69, 00009.03,-00004.30, 00008.55,-00004.35, 00013.35, 00032.25
1970-1-1 0:0:37.105,-00283.20,-00088.87, 00983.89,-00000.05, 00004.40,-00003.16, 00008.25,-00003.30, 00012.30, 00032.39
1970-1-1 0:0:37.150,-00238.28,-00085.45, 00951.17,-00003.89,-00001.44, 00003.82, 00008.25,-00004.50, 00011.25, 00032.20
1970-1-1 0:0:37.195,-00228.52,-00095.70, 00973.63,-00007.90,-00004.32, 00002.27, 00006.75,-00003.75, 00012.00, 00032.25
1970-1-1 0:0:37.240,-00222.17,-00082.52, 00984.86,-00001.85, 00003.37,-00000.10, 00006.75,-00003.75, 00012.00, 00032.44
1970-1-1 0:0:37.285,-00214.36,-00100.10, 00976.56,-00003.22, 00004.76,-00001.24, 00007.50,-00004.20, 00011.55, 00032.29
1970-1-1 0:0:37.330,-00213.38,-00106.45, 00981.45,-00001.66, 00004.22,-00002.45, 00007.95,-00004.20, 00011.55, 00032.10
1970-1-1 0:0:37.375,-00249.02,-00104.98, 00986.33, 00000.95, 00000.00,-00008.35, 00006.90,-00005.10, 00012.60, 00032.10
1970-1-1 0:0:37.420,-00248.54,-00068.85, 00979.98, 00007.98, 00003.15,-00001.80, 00009.00,-00004.50, 00012.30, 00032.25
1970-1-1 0:0:37.465,-00263.18,-00089.36, 00970.21,-00000.77, 00001.03, 00004.58, 00007.65,-00004.35, 00010.95, 00032.39
1970-1-1 0:0:37.510,-00241.70,-00088.38, 00967.77,-00001.44, 00004.79, 00000.37, 00007.05,-00004.95, 00011.55, 00032.06
1970-1-1 0:0:37.555,-00233.89,-00089.84, 00953.61,-00000.41,-00002.94,-00002.08, 00008.85,-00003.90, 00012.15, 00032.10
1970-1-1 0:0:37.600,-00229.49,-00097.17, 00967.77,-00003.66, 00000.85, 00004.59, 00006.90,-00004.80, 00011.40, 00032.29
1970-1-1 0:0:37.645,-00218.26,-00098.14, 00966.80,-00010.39,-00001.98, 00000.19, 00007.05,-00005.70, 00012.00, 00032.39
1970-1-1 0:0:37.690,-00245.12,-00107.91, 00991.21,-00004.93, 00003.89,-00000.95, 00007.35,-00003.15, 00011.70, 00032.39
1970-1-1 0:0:37.735,-00259.28,-00084.47, 01001.95,-00001.53, 00000.60, 00003.15, 00008.25,-00004.20, 00011.55, 00032.29
1970-1-1 0:0:37.780,-00252.44,-00102.54, 00976.56, 00000.40, 00002.24, 00000.21, 00009.30,-00004.95, 00011.25, 00032.25
1970-1-1 0:0:37.825,-00249.02,-00076.66, 00968.75, 00000.73, 00000.41, 00000.24, 00008.70,-00003.75, 00010.50, 00032.10
1970-1-1 0:0:37.870,-00245.61,-00090.82, 00963.87,-00002.35, 00007.10, 00003.22, 00008.85,-00005.10, 00011.40, 00032.10
1970-1-1 0:0:37.915,-00283.69,-00086.91, 00957.52, 00000.65, 00007.64,-00003.59, 00009.45,-00004.95, 00010.80, 00032.39
1970-1-1 0:0:37.982,-00299.80,-00055.18, 00873.54,-00000.97, 00000.33,-00001.40, 00008.10,-00004.80, 00010.20, 00032.25
1970-1-1 0:0:38.049,-00276.37, 00021.00, 00778.81, 00006.39,-00018.41, 00007.71, 00008.70,-00004.95, 00012.00, 00032.29
1970-1-1 0:0:38.116,-00200.68,-00043.95, 00804.20,-00015.61,-00035.70, 00001.66, 00008.10,-00004.80, 00011.40, 00032.20
1970-1-1 0:0:38.183,-00178.22,-00068.36, 00738.77,-00039.21,-00017.27,-00019.61, 00005.70,-00006.45, 00011.70, 00032.29
1970-1-1 0:0:38.250,-00156.25,-00268.07, 00933.59,-00058.37,-00036.07, 00000.57, 00005.25,-00009.75, 00011.25, 00032.10
1970-1-1 0:0:38.317, 00043.95,-00901.86, 01833.98, 00137.95,-00199.40,-00024.35,-00001.50,-00011.55, 00011.70, 00032.39
1970-1-1 0:0:38.384, 00125.00,-00001.95, 00285.64, 00021.49, 00087.51, 00015.11,-00006.00,-00007.05, 00014.25, 00032.25
1970-1-1 0:0:38.429,-00028.81,-00190.92, 00958.50,-00005.26, 00023.44, 00011.90,-00004.65,-00007.20, 00012.90, 00032.25
1970-1-1 0:0:38.474,-00243.16,-00153.32, 00986.33,-00008.73,-00139.14,-00007.11,-00005.25,-00007.05, 00014.70, 00032.25
1970-1-1 0:0:38.519,-00070.31,-00274.90, 01615.72,-00132.45, 00026.90, 00000.57,-00006.00,-00004.50, 00015.00, 00032.25
1970-1-1 0:0:38.564,-00047.36,-00228.03, 01122.07,-00010.73, 00011.37, 00002.34,-00005.40,-00005.55, 00013.65, 00032.25
1970-1-1 0:0:38.609, 00042.48,-00108.89, 01086.43, 00005.34, 00081.06,-00000.00,-00004.20,-00007.95, 00012.60, 00032.39
1970-1-1 0:0:38.654,-00181.15,-00109.38, 00999.02, 00023.59, 00105.81,-00007.72,-00001.65,-00006.60, 00013.50, 00032.25
1970-1-1 0:0:38.699,-00185.55,-00126.46, 01101.56, 00049.40, 00063.92, 00002.83, 00001.35,-00005.70, 00012.75, 00032.39
1970-1-1 0:0:38.744,-00257.32,-00080.08, 01149.90, 00074.20,-00013.72, 00007.51, 00003.60,-00004.20, 00013.05, 00032.39
1970-1-1 0:0:38.789,-00218.75,-00004.88, 00983.40, 00036.32,-00021.79, 00014.95, 00005.25,-00000.60, 00015.45, 00032.29
1970-1-1 0:0:38.834,-00178.71,-00012.70, 00895.51, 00009.73, 00017.47, 00014.44, 00004.65,-00000.30, 00016.35, 00032.20
1970-1-1 0:0:38.879,-00223.14,-00020.02, 00962.89, 00013.21, 00025.90, 00007.92, 00006.15, 00000.30, 00013.35, 00032.25
1970-1-1 0:0:38.924,-00258.30, 00056.64, 00957.52, 00006.57, 00000.22, 00012.90, 00007.65,-00000.75, 00014.40, 00032.29
1970-1-1 0:0:38.969,-00234.38, 00097.17, 00945.31,-00004.21,-00018.85, 00024.48, 00005.70, 00001.50, 00015.15, 00032.25
